track_id,genre_id
10,8
141,3
190,5
193,3
194,3
210,3
211,3
213,3
400,1
425,6
534,3
536,5
540,5
546,3
602,3
605,8
619,5
620,3
664,3
667,8
673,7
674,5
679,4
680,3
695,2
696,6
704,8
708,8
709,5
714,3
715,3
718,3
820,8
823,3
854,6
868,2
890,3
893,3
998,6
1029,7
1069,7
1082,3
1083,8
1117,8
1130,4
1193,3
1199,3
1249,6
1259,8
1270,8
1277,8
1498,5
1534,7
1649,8
1652,8
1674,6
1680,3
1685,3
1686,5
1688,5
1689,5
1703,3
1704,5
1705,3
1734,2
1736,5
1739,5
1894,5
1926,3
2099,8
3264,3
3265,3
3266,3
3272,3
3273,3
3516,7
3533,5
3534,3
3535,3
3537,3
3538,3
3551,8
3568,5
3570,6
3572,8
3579,8
3606,5
3618,8
3681,8
3720,8
3727,6
3775,5
3778,5
3895,5
3896,5
3905,3
3912,3
3920,3
3921,3
3923,8
3939,8
3942,8
3944,5
3946,8
3957,5
3983,8
4017,5
4024,8
4029,8
4032,8
4033,8
4066,3
4068,3
4072,5
4075,5
4080,5
4091,5
4093,5
4094,5
4097,5
4098,5
4100,5
4101,3
4102,5
4105,8
4193,8
4233,5
4234,5
4235,5
4239,5
4298,8
4299,5
4333,8
4348,8
4409,5
4445,1
4507,3
4510,5
4519,5
4522,4
4686,7
4701,6
4707,2
4752,8
4755,3
4778,8
4799,8
4846,1
4848,5
5140,3
5157,3
5158,3
5169,3
5178,8
5196,8
5269,4
5342,4
5376,3
5377,3
5379,3
5381,3
5510,5
5531,4
5600,3
5879,5
5936,3
6274,5
6329,5
6331,5
6354,5
6358,5
6360,5
6363,5
6366,5
6368,5
6370,5
6373,3
6379,5
6380,5
6383,5
6387,5
6390,5
6393,6
6439,7
6443,5
6448,7
6461,3
6463,3
6464,3
6465,3
6466,3
6469,5
6519,3
6525,8
6528,8
6606,8
6607,5
6609,5
6610,8
6660,6
6663,2
6674,8
6684,6
6752,6
6758,2
6779,3
6782,1
6785,5
6787,3
6803,5
6855,3
6856,3
6859,3
7123,3
7192,4
7197,8
7198,8
7376,3
7379,7
7452,8
7460,8
7485,4
7489,4
7491,4
7527,3
7529,3
7545,6
7552,6
7709,3
7712,3
8215,2
8256,5
8257,1
8260,5
8269,6
8270,6
8329,4
8331,6
8357,6
8363,6
8372,5
8450,8
8452,8
8489,8
9490,6
9492,2
9721,6
9846,2
9851,1
9852,8
9918,6
9986,8
9987,8
9994,8
10046,1
10108,7
10111,4
10160,8
10165,8
10186,4
10190,4
10376,6
10381,6
10382,6
10383,3
10384,3
10385,5
10387,3
10389,6
10438,3
10440,1
10441,8
10443,3
10445,5
10447,3
10451,3
10482,1
10484,6
10535,4
10568,7
10575,7
10669,2
10671,4
10678,5
10680,3
10681,3
10682,3
10683,3
10685,3
10805,8
10806,4
10807,8
10809,8
10932,8
10942,4
10943,4
10952,2
10954,8
10992,3
11030,8
11198,6
11204,4
11234,8
11261,5
11306,8
11333,6
11389,1
11417,3
11420,1
11426,1
11429,1
11430,1
11431,1
11432,1
11505,5
11508,3
11541,7
11544,8
11671,5
11672,5
11673,5
11674,5
11675,3
11677,5
11681,5
11695,1
11763,4
11764,4
11768,7
11772,4
11779,4
11785,4
11786,7
11794,4
11796,4
11819,4
11824,4
11828,4
11829,4
11834,4
11837,4
11840,4
11859,4
11862,4
11865,4
11867,4
11881,4
11885,4
11891,8
11892,4
11893,4
11895,5
11897,4
11916,2
11919,2
11920,2
11937,4
11976,7
11988,4
12045,3
12046,3
12050,3
12052,3
12053,3
12058,3
12059,3
12067,7
12068,3
12109,5
12147,8
12174,8
12179,7
12195,5
12348,4
12352,3
12369,4
12375,4
12376,7
12387,7
12390,7
12394,3
12421,3
12423,8
12481,3
12482,5
12483,5
12485,3
12486,3
12490,5
12509,1
12510,3
12515,3
12516,3
12518,4
12530,8
12531,4
12532,4
12537,2
12588,7
12608,8
12654,8
12691,5
12692,5
12835,6
12926,1
12927,1
12985,3
12986,3
12990,6
13014,6
13125,1
13197,1
13207,7
13218,5
13220,2
13362,2
13366,5
13446,8
13451,8
13539,3
13540,5
13566,4
13576,2
13579,2
13598,4
13706,2
13709,2
13735,4
13767,4
13772,8
13814,3
13833,4
13835,2
13867,4
13879,6
13891,8
13929,3
14071,2
14077,2
14080,2
14085,2
14086,2
14088,2
14110,2
14316,5
14317,5
14318,5
14319,5
14341,7
14361,4
14386,4
14481,2
14542,4
14543,4
14601,6
14603,3
14604,3
14661,8
14677,4
14681,2
14684,4
14736,5
14744,8
14773,8
14776,8
14818,2
14867,2
15148,2
15157,8
15204,4
15209,4
15213,4
15261,7
15364,3
15439,3
15444,3
15493,4
15494,5
15497,8
15498,8
15609,8
15619,6
15863,4
15866,7
15870,4
15871,4
15880,5
15962,2
15989,5
16025,3
16095,7
16155,8
16158,3
16162,5
16163,5
16288,8
16289,8
16339,7
16692,4
16699,8
16744,3
16747,5
16848,8
16937,6
16943,3
17003,6
17130,8
17131,8
17345,3
17422,3
17463,8
17492,6
17494,4
17495,5
17496,1
17499,2
17605,5
17631,5
17634,5
17657,7
17734,8
17781,1
17906,7
18033,5
18034,5
18039,4
18041,3
18043,6
18112,8
18145,4
18146,7
18159,5
18198,3
18217,4
18226,4
18346,3
18350,3
18589,8
18611,8
18636,8
18787,7
18876,3
18877,3
19074,3
19187,3
19266,2
19272,7
19330,1
19331,1
19333,1
19412,7
19413,8
19415,5
19416,7
19417,3
19418,7
19419,4
19421,6
19439,4
